"precinct","g_iphone","year_week","stops","nonwhite","null_stops","arrests","white","nonwhite_null","borough","iphone","force","nonwhite_force","nonwhite_arrest","high_white","high_crime"
1,56,1,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
5,56,1,3,3,2,0,0,2,"PBMS",0,1,1,0,FALSE,FALSE
6,56,1,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
7,56,1,1,1,0,1,0,0,"PBMS",0,1,1,1,FALSE,FALSE
9,56,1,1,1,1,0,0,1,"PBMS",0,0,0,0,TRUE,TRUE
10,56,1,4,4,2,2,0,2,"PBMS",0,3,0,2,TRUE,FALSE
13,56,1,5,4,1,2,1,1,"PBMS",0,2,0,1,TRUE,TRUE
14,56,1,1,1,1,0,0,1,"PBMS",0,0,0,0,TRUE,TRUE
17,56,1,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
18,56,1,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
19,62,1,1,1,1,0,0,1,"PBMN",0,0,0,0,TRUE,TRUE
20,62,1,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,1,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,1,10,10,9,1,0,9,"PBMN",0,0,0,1,FALSE,FALSE
24,62,1,3,3,3,0,0,3,"PBMN",0,0,0,0,TRUE,FALSE
25,62,1,5,5,3,2,0,3,"PBMN",0,0,0,2,FALSE,FALSE
26,62,1,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
28,62,1,2,1,1,1,0,0,"PBMN",0,0,0,1,FALSE,FALSE
30,62,1,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
32,62,1,4,4,1,3,0,1,"PBMN",0,0,0,3,FALSE,FALSE
33,62,1,9,9,7,2,0,7,"PBMN",0,0,0,2,FALSE,FALSE
34,62,1,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
40,51,1,5,5,3,1,0,3,"PBBX",0,0,0,1,FALSE,TRUE
41,51,1,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,FALSE
42,51,1,3,3,1,2,0,1,"PBBX",0,1,1,2,FALSE,FALSE
43,51,1,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,TRUE
44,51,1,9,9,6,3,0,6,"PBBX",0,0,0,3,FALSE,TRUE
45,51,1,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,FALSE
46,51,1,2,2,0,2,0,0,"PBBX",0,0,0,2,FALSE,TRUE
47,51,1,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,TRUE
48,51,1,6,5,3,1,1,3,"PBBX",0,0,0,1,FALSE,TRUE
49,51,1,5,5,2,3,0,2,"PBBX",0,0,0,3,FALSE,FALSE
50,51,1,0,0,0,0,0,0,"PBBX",0,0,0,0,TRUE,FALSE
52,51,1,2,1,2,0,0,1,"PBBX",0,1,0,0,FALSE,TRUE
60,66,1,5,5,3,2,0,3,"PBBS",0,1,1,2,TRUE,FALSE
61,66,1,1,0,1,0,1,0,"PBBS",0,1,0,0,TRUE,TRUE
62,66,1,1,0,1,0,0,0,"PBBS",0,1,0,0,TRUE,FALSE
63,66,1,2,2,1,1,0,1,"PBBS",0,0,0,1,TRUE,FALSE
66,66,1,4,4,4,0,0,4,"PBBS",0,0,0,0,TRUE,FALSE
67,66,1,6,6,5,1,0,5,"PBBS",0,0,0,1,FALSE,TRUE
68,66,1,1,1,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
69,66,1,0,0,0,0,0,0,"PBBS",0,0,0,0,FALSE,FALSE
70,66,1,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,TRUE
71,66,1,0,0,0,0,0,0,"PBBS",0,0,0,0,FALSE,TRUE
72,66,1,2,1,2,0,1,1,"PBBS",0,0,0,0,FALSE,FALSE
73,63,1,9,9,5,4,0,5,"PBBN",0,0,0,4,FALSE,TRUE
75,63,1,2,2,1,0,0,1,"PBBN",0,0,0,0,FALSE,TRUE
76,66,1,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
77,63,1,4,4,1,3,0,1,"PBBN",0,0,0,3,FALSE,TRUE
78,66,1,1,0,1,0,1,0,"PBBS",0,0,0,0,TRUE,FALSE
79,63,1,10,10,10,0,0,10,"PBBN",0,1,1,0,TRUE,TRUE
81,63,1,1,1,1,0,0,1,"PBBN",0,0,0,0,FALSE,TRUE
83,63,1,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
84,63,1,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,FALSE
88,63,1,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
90,63,1,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,TRUE
94,63,1,1,1,0,1,0,0,"PBBN",0,0,0,1,TRUE,FALSE
100,69,1,0,0,0,0,0,0,"PBQS",0,0,0,0,TRUE,FALSE
101,69,1,9,9,7,2,0,7,"PBQS",0,0,0,2,FALSE,FALSE
102,69,1,2,2,2,0,0,2,"PBQS",0,0,0,0,FALSE,TRUE
103,69,1,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
104,72,1,3,2,3,0,1,2,"PBQN",0,0,0,0,TRUE,TRUE
105,69,1,3,2,3,0,0,2,"PBQS",0,0,0,0,FALSE,TRUE
106,69,1,15,14,15,0,1,14,"PBQS",0,0,0,0,FALSE,TRUE
107,69,1,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,FALSE
108,72,1,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,1,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
110,72,1,7,4,1,5,3,1,"PBQN",0,0,0,2,FALSE,TRUE
111,72,1,1,0,1,0,1,0,"PBQN",0,0,0,0,TRUE,FALSE
112,72,1,1,1,0,1,0,0,"PBQN",0,0,0,1,TRUE,FALSE
113,69,1,3,3,1,0,0,1,"PBQS",0,2,0,0,FALSE,TRUE
114,72,1,7,5,2,2,2,2,"PBQN",0,0,0,0,TRUE,TRUE
115,72,1,2,2,2,0,0,2,"PBQN",0,0,0,0,FALSE,TRUE
120,48,1,3,1,3,0,2,1,"PBSI",0,2,1,0,TRUE,FALSE
121,48,1,0,0,0,0,0,0,"PBSI",0,0,0,0,TRUE,FALSE
122,48,1,3,2,3,0,1,2,"PBSI",0,0,0,0,TRUE,FALSE
123,48,1,3,3,2,1,0,2,"PBSI",0,0,0,1,TRUE,FALSE
1,56,54,1,0,1,0,1,0,"PBMS",0,0,0,0,TRUE,FALSE
5,56,54,1,1,0,1,0,0,"PBMS",0,0,0,1,FALSE,FALSE
6,56,54,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
7,56,54,2,2,0,2,0,0,"PBMS",0,0,0,2,FALSE,FALSE
9,56,54,1,1,1,0,0,1,"PBMS",0,0,0,0,TRUE,TRUE
10,56,54,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
13,56,54,1,1,1,0,0,1,"PBMS",0,0,0,0,TRUE,TRUE
14,56,54,2,1,2,0,1,1,"PBMS",0,1,0,0,TRUE,TRUE
17,56,54,1,0,0,1,1,0,"PBMS",0,1,0,0,TRUE,FALSE
18,56,54,2,2,2,0,0,2,"PBMS",0,1,1,0,TRUE,TRUE
19,62,54,2,2,0,2,0,0,"PBMN",0,0,0,2,TRUE,TRUE
20,62,54,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,54,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,54,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
24,62,54,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
25,62,54,2,2,2,0,0,2,"PBMN",0,2,0,0,FALSE,FALSE
26,62,54,1,1,0,1,0,0,"PBMN",0,0,0,1,TRUE,FALSE
28,62,54,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
30,62,54,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
32,62,54,3,3,3,0,0,3,"PBMN",0,0,0,0,FALSE,FALSE
33,62,54,2,2,2,0,0,2,"PBMN",0,1,1,0,FALSE,FALSE
34,62,54,1,1,1,0,0,1,"PBMN",0,1,1,0,FALSE,FALSE
40,51,54,6,5,2,4,1,1,"PBBX",1,0,0,4,FALSE,TRUE
41,51,54,1,1,0,1,0,0,"PBBX",1,0,0,1,FALSE,FALSE
42,51,54,6,6,4,1,0,4,"PBBX",1,0,0,1,FALSE,FALSE
43,51,54,1,1,1,0,0,1,"PBBX",1,0,0,0,FALSE,TRUE
44,51,54,2,2,1,1,0,1,"PBBX",1,0,0,1,FALSE,TRUE
45,51,54,2,2,2,0,0,2,"PBBX",1,0,0,0,FALSE,FALSE
46,51,54,3,3,2,0,0,2,"PBBX",1,0,0,0,FALSE,TRUE
47,51,54,1,1,1,0,0,1,"PBBX",1,1,1,0,FALSE,TRUE
48,51,54,1,1,1,0,0,1,"PBBX",1,0,0,0,FALSE,TRUE
49,51,54,1,0,0,1,1,0,"PBBX",1,1,0,0,FALSE,FALSE
50,51,54,0,0,0,0,0,0,"PBBX",1,0,0,0,TRUE,FALSE
52,51,54,1,1,0,0,0,0,"PBBX",1,0,0,0,FALSE,TRUE
60,66,54,4,4,2,2,0,2,"PBBS",0,0,0,2,TRUE,FALSE
61,66,54,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,TRUE
62,66,54,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
63,66,54,4,3,2,2,1,2,"PBBS",0,2,0,1,TRUE,FALSE
66,66,54,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
67,66,54,9,9,3,5,0,3,"PBBS",0,0,0,5,FALSE,TRUE
68,66,54,2,0,2,0,2,0,"PBBS",0,0,0,0,TRUE,FALSE
69,66,54,1,1,1,0,0,1,"PBBS",0,0,0,0,FALSE,FALSE
70,66,54,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,TRUE
71,66,54,1,1,1,0,0,1,"PBBS",0,0,0,0,FALSE,TRUE
72,66,54,1,1,1,0,0,1,"PBBS",0,0,0,0,FALSE,FALSE
73,63,54,9,9,8,0,0,8,"PBBN",0,0,0,0,FALSE,TRUE
75,63,54,1,1,1,0,0,1,"PBBN",0,0,0,0,FALSE,TRUE
76,66,54,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
77,63,54,1,1,1,0,0,1,"PBBN",0,1,1,0,FALSE,TRUE
78,66,54,2,2,2,0,0,2,"PBBS",0,1,1,0,TRUE,FALSE
79,63,54,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,TRUE
81,63,54,1,1,0,1,0,0,"PBBN",0,0,0,1,FALSE,TRUE
83,63,54,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
84,63,54,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
88,63,54,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,FALSE
90,63,54,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,TRUE
94,63,54,5,4,3,2,1,2,"PBBN",0,0,0,2,TRUE,FALSE
100,69,54,2,2,0,2,0,0,"PBQS",0,0,0,2,TRUE,FALSE
101,69,54,1,1,0,1,0,0,"PBQS",0,0,0,1,FALSE,FALSE
102,69,54,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
103,69,54,4,4,4,0,0,4,"PBQS",0,3,1,0,FALSE,TRUE
104,72,54,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,TRUE
105,69,54,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
106,69,54,3,2,3,0,1,2,"PBQS",0,0,0,0,FALSE,TRUE
107,69,54,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,FALSE
108,72,54,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,54,1,1,1,0,0,1,"PBQN",0,1,1,0,FALSE,TRUE
110,72,54,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
111,72,54,2,1,2,0,1,1,"PBQN",0,2,1,0,TRUE,FALSE
112,72,54,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
113,69,54,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,TRUE
114,72,54,2,2,0,2,0,0,"PBQN",0,0,0,2,TRUE,TRUE
115,72,54,2,2,1,1,0,1,"PBQN",0,1,1,1,FALSE,TRUE
120,48,54,1,0,1,0,1,0,"PBSI",1,0,0,0,TRUE,FALSE
121,48,54,6,3,3,3,3,0,"PBSI",1,0,0,3,TRUE,FALSE
122,48,54,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
123,48,54,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
1,56,2,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
5,56,2,6,6,5,1,0,5,"PBMS",0,2,0,1,FALSE,FALSE
6,56,2,2,2,1,0,0,1,"PBMS",0,0,0,0,TRUE,TRUE
7,56,2,1,1,0,1,0,0,"PBMS",0,0,0,1,FALSE,FALSE
9,56,2,10,9,4,6,1,4,"PBMS",0,0,0,5,TRUE,TRUE
10,56,2,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
13,56,2,5,2,2,2,3,2,"PBMS",0,2,0,0,TRUE,TRUE
14,56,2,4,2,4,0,2,2,"PBMS",0,1,0,0,TRUE,TRUE
17,56,2,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
18,56,2,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
19,62,2,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,TRUE
20,62,2,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,2,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
23,62,2,12,12,9,3,0,9,"PBMN",0,0,0,3,FALSE,FALSE
24,62,2,1,1,1,0,0,1,"PBMN",0,0,0,0,TRUE,FALSE
25,62,2,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
26,62,2,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
28,62,2,1,1,0,1,0,0,"PBMN",0,0,0,1,FALSE,FALSE
30,62,2,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
32,62,2,8,8,5,3,0,5,"PBMN",0,2,0,3,FALSE,FALSE
33,62,2,5,3,3,2,2,2,"PBMN",0,0,0,1,FALSE,FALSE
34,62,2,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
40,51,2,6,6,0,6,0,0,"PBBX",0,0,0,6,FALSE,TRUE
41,51,2,4,4,4,0,0,4,"PBBX",0,0,0,0,FALSE,FALSE
42,51,2,6,6,4,1,0,4,"PBBX",0,0,0,1,FALSE,FALSE
43,51,2,7,7,4,3,0,4,"PBBX",0,3,1,3,FALSE,TRUE
44,51,2,3,3,2,0,0,2,"PBBX",0,0,0,0,FALSE,TRUE
45,51,2,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,FALSE
46,51,2,4,4,4,0,0,4,"PBBX",0,0,0,0,FALSE,TRUE
47,51,2,2,2,2,0,0,2,"PBBX",0,0,0,0,FALSE,TRUE
48,51,2,1,1,1,0,0,1,"PBBX",0,0,0,0,FALSE,TRUE
49,51,2,7,6,2,4,0,2,"PBBX",0,0,0,3,FALSE,FALSE
50,51,2,0,0,0,0,0,0,"PBBX",0,0,0,0,TRUE,FALSE
52,51,2,6,5,4,2,1,3,"PBBX",0,0,0,2,FALSE,TRUE
60,66,2,4,4,1,3,0,1,"PBBS",0,1,1,3,TRUE,FALSE
61,66,2,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,TRUE
62,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
63,66,2,2,2,2,0,0,2,"PBBS",0,0,0,0,TRUE,FALSE
66,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
67,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,FALSE,TRUE
68,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
69,66,2,4,4,1,3,0,1,"PBBS",0,4,2,3,FALSE,FALSE
70,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,TRUE
71,66,2,3,3,2,0,0,2,"PBBS",0,1,1,0,FALSE,TRUE
72,66,2,3,2,1,2,1,1,"PBBS",0,1,1,1,FALSE,FALSE
73,63,2,3,3,2,1,0,2,"PBBN",0,0,0,1,FALSE,TRUE
75,63,2,5,5,5,0,0,5,"PBBN",0,0,0,0,FALSE,TRUE
76,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
77,63,2,6,6,5,1,0,5,"PBBN",0,0,0,1,FALSE,TRUE
78,66,2,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
79,63,2,2,2,1,1,0,1,"PBBN",0,1,1,1,TRUE,TRUE
81,63,2,2,2,1,0,0,1,"PBBN",0,0,0,0,FALSE,TRUE
83,63,2,5,5,4,1,0,4,"PBBN",0,1,1,1,FALSE,TRUE
84,63,2,2,1,2,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
88,63,2,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
90,63,2,5,5,2,2,0,2,"PBBN",0,0,0,2,TRUE,TRUE
94,63,2,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,FALSE
100,69,2,0,0,0,0,0,0,"PBQS",0,0,0,0,TRUE,FALSE
101,69,2,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,FALSE
102,69,2,2,1,2,0,1,1,"PBQS",0,0,0,0,FALSE,TRUE
103,69,2,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
104,72,2,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,TRUE
105,69,2,4,4,2,2,0,2,"PBQS",0,1,1,2,FALSE,TRUE
106,69,2,7,7,3,4,0,3,"PBQS",0,1,1,4,FALSE,TRUE
107,69,2,2,2,2,0,0,2,"PBQS",0,0,0,0,FALSE,FALSE
108,72,2,3,2,2,1,1,2,"PBQN",0,0,0,0,FALSE,FALSE
109,72,2,2,1,1,0,1,0,"PBQN",0,0,0,0,FALSE,TRUE
110,72,2,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
111,72,2,1,0,0,1,0,0,"PBQN",0,0,0,0,TRUE,FALSE
112,72,2,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
113,69,2,3,3,1,2,0,1,"PBQS",0,0,0,2,FALSE,TRUE
114,72,2,8,8,7,1,0,7,"PBQN",0,0,0,1,TRUE,TRUE
115,72,2,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
120,48,2,5,3,1,4,2,0,"PBSI",0,2,1,3,TRUE,FALSE
121,48,2,0,0,0,0,0,0,"PBSI",0,0,0,0,TRUE,FALSE
122,48,2,9,6,7,2,3,5,"PBSI",0,0,0,1,TRUE,FALSE
123,48,2,0,0,0,0,0,0,"PBSI",0,0,0,0,TRUE,FALSE
1,56,55,1,1,1,0,0,1,"PBMS",0,0,0,0,TRUE,FALSE
5,56,55,1,0,1,0,1,0,"PBMS",0,0,0,0,FALSE,FALSE
6,56,55,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
7,56,55,4,4,0,4,0,0,"PBMS",0,3,0,4,FALSE,FALSE
9,56,55,6,6,2,3,0,2,"PBMS",0,1,1,3,TRUE,TRUE
10,56,55,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
13,56,55,2,1,1,1,1,1,"PBMS",0,0,0,0,TRUE,TRUE
14,56,55,2,2,2,0,0,2,"PBMS",0,1,1,0,TRUE,TRUE
17,56,55,2,2,2,0,0,2,"PBMS",0,1,1,0,TRUE,FALSE
18,56,55,2,1,0,2,1,0,"PBMS",0,0,0,1,TRUE,TRUE
19,62,55,5,5,0,5,0,0,"PBMN",0,3,1,5,TRUE,TRUE
20,62,55,2,2,2,0,0,2,"PBMN",0,0,0,0,TRUE,FALSE
22,62,55,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,55,3,3,2,1,0,2,"PBMN",0,0,0,1,FALSE,FALSE
24,62,55,1,1,0,1,0,0,"PBMN",0,0,0,1,TRUE,FALSE
25,62,55,8,8,6,1,0,6,"PBMN",0,1,1,1,FALSE,FALSE
26,62,55,1,1,0,1,0,0,"PBMN",0,1,1,1,TRUE,FALSE
28,62,55,4,4,3,1,0,3,"PBMN",0,0,0,1,FALSE,FALSE
30,62,55,9,9,3,6,0,3,"PBMN",0,0,0,6,FALSE,FALSE
32,62,55,2,2,2,0,0,2,"PBMN",0,1,1,0,FALSE,FALSE
33,62,55,2,2,2,0,0,2,"PBMN",0,0,0,0,FALSE,FALSE
34,62,55,3,3,3,0,0,3,"PBMN",0,0,0,0,FALSE,FALSE
40,51,55,7,6,2,5,0,2,"PBBX",1,1,1,4,FALSE,TRUE
41,51,55,1,1,1,0,0,1,"PBBX",1,0,0,0,FALSE,FALSE
42,51,55,1,1,0,0,0,0,"PBBX",1,0,0,0,FALSE,FALSE
43,51,55,4,4,2,2,0,2,"PBBX",1,3,1,2,FALSE,TRUE
44,51,55,7,6,1,6,1,1,"PBBX",1,4,0,5,FALSE,TRUE
45,51,55,2,2,0,2,0,0,"PBBX",1,0,0,2,FALSE,FALSE
46,51,55,6,6,4,2,0,4,"PBBX",1,2,2,2,FALSE,TRUE
47,51,55,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,TRUE
48,51,55,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,TRUE
49,51,55,7,5,5,2,2,3,"PBBX",1,3,0,2,FALSE,FALSE
50,51,55,3,3,3,0,0,3,"PBBX",1,0,0,0,TRUE,FALSE
52,51,55,4,4,3,1,0,3,"PBBX",1,1,1,1,FALSE,TRUE
60,66,55,1,0,0,1,1,0,"PBBS",0,0,0,0,TRUE,FALSE
61,66,55,5,4,0,5,1,0,"PBBS",0,0,0,4,TRUE,TRUE
62,66,55,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
63,66,55,8,7,7,1,1,6,"PBBS",0,0,0,1,TRUE,FALSE
66,66,55,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
67,66,55,5,5,2,3,0,2,"PBBS",0,1,1,3,FALSE,TRUE
68,66,55,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,FALSE
69,66,55,5,5,5,0,0,5,"PBBS",0,0,0,0,FALSE,FALSE
70,66,55,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,TRUE
71,66,55,3,2,3,0,1,2,"PBBS",0,0,0,0,FALSE,TRUE
72,66,55,1,1,0,1,0,0,"PBBS",0,0,0,1,FALSE,FALSE
73,63,55,5,5,4,1,0,4,"PBBN",0,0,0,1,FALSE,TRUE
75,63,55,4,4,4,0,0,4,"PBBN",0,0,0,0,FALSE,TRUE
76,66,55,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
77,63,55,3,3,2,1,0,2,"PBBN",0,0,0,1,FALSE,TRUE
78,66,55,1,1,0,1,0,0,"PBBS",0,1,1,1,TRUE,FALSE
79,63,55,4,4,3,1,0,3,"PBBN",0,0,0,1,TRUE,TRUE
81,63,55,1,1,0,1,0,0,"PBBN",0,0,0,1,FALSE,TRUE
83,63,55,3,3,3,0,0,3,"PBBN",0,2,2,0,FALSE,TRUE
84,63,55,2,1,2,0,1,1,"PBBN",0,0,0,0,TRUE,FALSE
88,63,55,0,0,0,0,0,0,"PBBN",0,0,0,0,TRUE,FALSE
90,63,55,1,1,0,1,0,0,"PBBN",0,1,1,1,TRUE,TRUE
94,63,55,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
100,69,55,3,3,3,0,0,3,"PBQS",0,0,0,0,TRUE,FALSE
101,69,55,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,FALSE
102,69,55,2,1,1,1,1,1,"PBQS",0,0,0,0,FALSE,TRUE
103,69,55,6,6,5,0,0,5,"PBQS",0,0,0,0,FALSE,TRUE
104,72,55,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,TRUE
105,69,55,3,2,2,1,1,1,"PBQS",0,0,0,1,FALSE,TRUE
106,69,55,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,TRUE
107,69,55,2,2,1,1,0,1,"PBQS",0,0,0,1,FALSE,FALSE
108,72,55,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,55,4,3,4,0,1,3,"PBQN",0,0,0,0,FALSE,TRUE
110,72,55,6,6,1,5,0,1,"PBQN",0,2,0,5,FALSE,TRUE
111,72,55,3,2,3,0,1,2,"PBQN",0,0,0,0,TRUE,FALSE
112,72,55,5,5,2,3,0,2,"PBQN",0,1,1,3,TRUE,FALSE
113,69,55,5,5,5,0,0,5,"PBQS",0,0,0,0,FALSE,TRUE
114,72,55,4,3,1,3,1,1,"PBQN",0,0,0,2,TRUE,TRUE
115,72,55,2,2,0,1,0,0,"PBQN",0,0,0,1,FALSE,TRUE
120,48,55,2,2,1,1,0,1,"PBSI",1,0,0,1,TRUE,FALSE
121,48,55,3,3,1,2,0,1,"PBSI",1,2,2,2,TRUE,FALSE
122,48,55,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
123,48,55,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
1,56,3,2,0,2,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
5,56,3,0,0,0,0,0,0,"PBMS",0,0,0,0,FALSE,FALSE
6,56,3,2,2,2,0,0,2,"PBMS",0,2,0,0,TRUE,TRUE
7,56,3,4,4,2,2,0,2,"PBMS",0,0,0,2,FALSE,FALSE
9,56,3,6,4,4,1,1,2,"PBMS",0,0,0,1,TRUE,TRUE
10,56,3,1,1,0,1,0,0,"PBMS",0,0,0,1,TRUE,FALSE
13,56,3,3,1,0,3,2,0,"PBMS",0,3,1,1,TRUE,TRUE
14,56,3,2,1,1,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
17,56,3,2,2,2,0,0,2,"PBMS",0,1,1,0,TRUE,FALSE
18,56,3,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,TRUE
19,62,3,2,1,2,0,0,1,"PBMN",0,0,0,0,TRUE,TRUE
20,62,3,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,3,1,0,1,0,1,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,3,5,5,2,1,0,2,"PBMN",0,1,1,1,FALSE,FALSE
24,62,3,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
25,62,3,3,3,3,0,0,3,"PBMN",0,0,0,0,FALSE,FALSE
26,62,3,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
28,62,3,9,8,4,5,1,4,"PBMN",0,0,0,4,FALSE,FALSE
30,62,3,2,2,2,0,0,2,"PBMN",0,0,0,0,FALSE,FALSE
32,62,3,9,9,2,7,0,2,"PBMN",0,1,1,7,FALSE,FALSE
33,62,3,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
34,62,3,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
40,51,3,17,16,10,7,0,9,"PBBX",0,0,0,7,FALSE,TRUE
