"precinct","g_iphone","year_week","stops","nonwhite","null_stops","arrests","white","nonwhite_null","borough","iphone","force","nonwhite_force","nonwhite_arrest","high_white","high_crime"
68,66,12,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
69,66,12,7,7,5,2,0,5,"PBBS",0,0,0,2,FALSE,FALSE
70,66,12,1,1,0,1,0,0,"PBBS",0,0,0,1,TRUE,TRUE
71,66,12,5,5,4,1,0,4,"PBBS",0,0,0,1,FALSE,TRUE
72,66,12,3,3,0,3,0,0,"PBBS",0,0,0,3,FALSE,FALSE
73,63,12,3,3,3,0,0,3,"PBBN",0,0,0,0,FALSE,TRUE
75,63,12,3,2,3,0,0,2,"PBBN",0,0,0,0,FALSE,TRUE
76,66,12,5,5,3,2,0,3,"PBBS",0,1,1,2,TRUE,FALSE
77,63,12,5,5,4,1,0,4,"PBBN",0,0,0,1,FALSE,TRUE
78,66,12,1,1,1,0,0,1,"PBBS",0,0,0,0,TRUE,FALSE
79,63,12,2,2,2,0,0,2,"PBBN",0,0,0,0,TRUE,TRUE
81,63,12,6,6,5,1,0,5,"PBBN",0,0,0,1,FALSE,TRUE
83,63,12,7,7,6,1,0,6,"PBBN",0,1,1,1,FALSE,TRUE
84,63,12,9,9,1,8,0,1,"PBBN",0,2,2,8,TRUE,FALSE
88,63,12,2,2,2,0,0,2,"PBBN",0,0,0,0,TRUE,FALSE
90,63,12,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,TRUE
94,63,12,1,1,0,1,0,0,"PBBN",0,0,0,1,TRUE,FALSE
100,69,12,4,3,1,3,1,1,"PBQS",0,0,0,2,TRUE,FALSE
101,69,12,2,2,2,0,0,2,"PBQS",0,1,1,0,FALSE,FALSE
102,69,12,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
103,69,12,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,TRUE
104,72,12,5,5,4,1,0,4,"PBQN",0,2,2,1,TRUE,TRUE
105,69,12,4,3,2,2,1,1,"PBQS",0,0,0,2,FALSE,TRUE
106,69,12,4,4,4,0,0,4,"PBQS",0,0,0,0,FALSE,TRUE
107,69,12,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,FALSE
108,72,12,2,2,1,1,0,1,"PBQN",0,1,1,1,FALSE,FALSE
109,72,12,1,1,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
110,72,12,12,12,7,3,0,7,"PBQN",0,1,1,3,FALSE,TRUE
111,72,12,2,1,0,2,1,0,"PBQN",0,2,0,1,TRUE,FALSE
112,72,12,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
113,69,12,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
114,72,12,11,8,9,2,3,6,"PBQN",0,1,1,2,TRUE,TRUE
115,72,12,5,5,5,0,0,5,"PBQN",0,0,0,0,FALSE,TRUE
120,48,12,0,0,0,0,0,0,"PBSI",0,0,0,0,TRUE,FALSE
121,48,12,1,0,1,0,1,0,"PBSI",0,0,0,0,TRUE,FALSE
122,48,12,2,0,1,1,2,0,"PBSI",0,0,0,0,TRUE,FALSE
123,48,12,0,0,0,0,0,0,"PBSI",0,0,0,0,TRUE,FALSE
1,56,65,1,0,1,0,1,0,"PBMS",1,1,0,0,TRUE,FALSE
5,56,65,0,0,0,0,0,0,"PBMS",1,0,0,0,FALSE,FALSE
6,56,65,4,3,0,4,1,0,"PBMS",1,0,0,3,TRUE,TRUE
7,56,65,5,5,3,2,0,3,"PBMS",1,0,0,2,FALSE,FALSE
9,56,65,4,4,4,0,0,4,"PBMS",1,1,1,0,TRUE,TRUE
10,56,65,0,0,0,0,0,0,"PBMS",1,0,0,0,TRUE,FALSE
13,56,65,7,6,6,1,1,5,"PBMS",1,3,1,1,TRUE,TRUE
14,56,65,2,1,1,0,1,0,"PBMS",1,0,0,0,TRUE,TRUE
17,56,65,0,0,0,0,0,0,"PBMS",1,0,0,0,TRUE,FALSE
18,56,65,1,0,1,0,1,0,"PBMS",1,0,0,0,TRUE,TRUE
19,62,65,7,5,3,4,2,1,"PBMN",1,2,2,4,TRUE,TRUE
20,62,65,3,2,1,2,1,1,"PBMN",1,0,0,1,TRUE,FALSE
22,62,65,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
23,62,65,14,14,12,1,0,12,"PBMN",1,2,2,1,FALSE,FALSE
24,62,65,0,0,0,0,0,0,"PBMN",1,0,0,0,TRUE,FALSE
25,62,65,6,6,5,1,0,5,"PBMN",1,0,0,1,FALSE,FALSE
26,62,65,1,1,0,1,0,0,"PBMN",1,0,0,1,TRUE,FALSE
28,62,65,3,3,2,1,0,2,"PBMN",1,0,0,1,FALSE,FALSE
30,62,65,1,0,1,0,1,0,"PBMN",1,0,0,0,FALSE,FALSE
32,62,65,0,0,0,0,0,0,"PBMN",1,0,0,0,FALSE,FALSE
33,62,65,3,3,1,2,0,1,"PBMN",1,0,0,2,FALSE,FALSE
34,62,65,2,2,0,2,0,0,"PBMN",1,2,0,2,FALSE,FALSE
40,51,65,6,6,5,1,0,5,"PBBX",1,0,0,1,FALSE,TRUE
41,51,65,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,FALSE
42,51,65,6,6,5,1,0,5,"PBBX",1,1,1,1,FALSE,FALSE
43,51,65,10,10,7,2,0,7,"PBBX",1,1,1,2,FALSE,TRUE
44,51,65,7,7,4,2,0,4,"PBBX",1,1,1,2,FALSE,TRUE
45,51,65,5,5,5,0,0,5,"PBBX",1,3,0,0,FALSE,FALSE
46,51,65,9,9,9,0,0,9,"PBBX",1,0,0,0,FALSE,TRUE
47,51,65,3,3,2,0,0,2,"PBBX",1,0,0,0,FALSE,TRUE
48,51,65,10,10,6,4,0,6,"PBBX",1,1,1,4,FALSE,TRUE
49,51,65,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,FALSE
50,51,65,0,0,0,0,0,0,"PBBX",1,0,0,0,TRUE,FALSE
52,51,65,5,4,3,2,1,2,"PBBX",1,0,0,2,FALSE,TRUE
60,66,65,5,4,3,2,1,3,"PBBS",0,0,0,1,TRUE,FALSE
61,66,65,1,1,1,0,0,1,"PBBS",0,1,1,0,TRUE,TRUE
62,66,65,5,2,2,2,3,1,"PBBS",0,2,1,0,TRUE,FALSE
63,66,65,1,1,0,1,0,0,"PBBS",0,0,0,1,TRUE,FALSE
66,66,65,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
67,66,65,3,3,3,0,0,3,"PBBS",0,0,0,0,FALSE,TRUE
68,66,65,4,1,4,0,3,1,"PBBS",0,0,0,0,TRUE,FALSE
69,66,65,3,3,2,1,0,2,"PBBS",0,0,0,1,FALSE,FALSE
70,66,65,1,1,0,1,0,0,"PBBS",0,0,0,1,TRUE,TRUE
71,66,65,7,6,6,0,1,5,"PBBS",0,2,2,0,FALSE,TRUE
72,66,65,1,1,1,0,0,1,"PBBS",0,1,1,0,FALSE,FALSE
73,63,65,3,3,3,0,0,3,"PBBN",1,0,0,0,FALSE,TRUE
75,63,65,4,4,3,1,0,3,"PBBN",1,0,0,1,FALSE,TRUE
76,66,65,3,2,3,0,1,2,"PBBS",0,3,0,0,TRUE,FALSE
77,63,65,5,5,2,3,0,2,"PBBN",1,0,0,3,FALSE,TRUE
78,66,65,2,2,1,1,0,1,"PBBS",0,0,0,1,TRUE,FALSE
79,63,65,2,2,1,1,0,1,"PBBN",1,0,0,1,TRUE,TRUE
81,63,65,1,1,1,0,0,1,"PBBN",1,0,0,0,FALSE,TRUE
83,63,65,7,5,6,0,2,4,"PBBN",1,0,0,0,FALSE,TRUE
84,63,65,2,2,2,0,0,2,"PBBN",1,0,0,0,TRUE,FALSE
88,63,65,3,3,2,1,0,2,"PBBN",1,0,0,1,TRUE,FALSE
90,63,65,9,5,6,3,4,2,"PBBN",1,3,0,3,TRUE,TRUE
94,63,65,1,1,0,1,0,0,"PBBN",1,0,0,1,TRUE,FALSE
100,69,65,2,2,0,2,0,0,"PBQS",0,0,0,2,TRUE,FALSE
101,69,65,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,FALSE
102,69,65,2,2,2,0,0,2,"PBQS",0,0,0,0,FALSE,TRUE
103,69,65,6,6,6,0,0,6,"PBQS",0,1,1,0,FALSE,TRUE
104,72,65,7,4,7,0,3,4,"PBQN",0,3,3,0,TRUE,TRUE
105,69,65,3,3,3,0,0,3,"PBQS",0,1,1,0,FALSE,TRUE
106,69,65,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
107,69,65,1,0,0,1,1,0,"PBQS",0,0,0,0,FALSE,FALSE
108,72,65,2,2,2,0,0,2,"PBQN",0,1,1,0,FALSE,FALSE
109,72,65,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,TRUE
110,72,65,3,3,3,0,0,3,"PBQN",0,0,0,0,FALSE,TRUE
111,72,65,2,1,1,1,1,0,"PBQN",0,0,0,1,TRUE,FALSE
112,72,65,4,4,2,2,0,2,"PBQN",0,0,0,2,TRUE,FALSE
113,69,65,2,2,1,0,0,1,"PBQS",0,1,1,0,FALSE,TRUE
114,72,65,2,2,0,2,0,0,"PBQN",0,0,0,2,TRUE,TRUE
115,72,65,1,1,1,0,0,1,"PBQN",0,0,0,0,FALSE,TRUE
120,48,65,7,7,6,1,0,6,"PBSI",1,0,0,1,TRUE,FALSE
121,48,65,1,1,0,1,0,0,"PBSI",1,0,0,1,TRUE,FALSE
122,48,65,2,0,0,2,2,0,"PBSI",1,1,0,0,TRUE,FALSE
123,48,65,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
1,56,13,1,1,1,0,0,1,"PBMS",0,1,1,0,TRUE,FALSE
5,56,13,2,1,2,0,1,1,"PBMS",0,0,0,0,FALSE,FALSE
6,56,13,1,1,1,0,0,1,"PBMS",0,1,1,0,TRUE,TRUE
7,56,13,4,4,1,3,0,1,"PBMS",0,0,0,3,FALSE,FALSE
9,56,13,1,0,0,1,1,0,"PBMS",0,0,0,0,TRUE,TRUE
10,56,13,7,6,1,5,0,1,"PBMS",0,2,2,4,TRUE,FALSE
13,56,13,3,3,3,0,0,3,"PBMS",0,2,0,0,TRUE,TRUE
14,56,13,2,2,2,0,0,2,"PBMS",0,0,0,0,TRUE,TRUE
17,56,13,1,1,0,1,0,0,"PBMS",0,1,1,1,TRUE,FALSE
18,56,13,2,0,1,1,2,0,"PBMS",0,1,0,0,TRUE,TRUE
19,62,13,5,0,4,1,5,0,"PBMN",0,0,0,0,TRUE,TRUE
20,62,13,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,13,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,13,7,6,3,4,1,2,"PBMN",0,0,0,4,FALSE,FALSE
24,62,13,4,4,1,3,0,1,"PBMN",0,1,1,3,TRUE,FALSE
25,62,13,4,4,1,2,0,1,"PBMN",0,0,0,2,FALSE,FALSE
26,62,13,4,3,3,1,1,2,"PBMN",0,0,0,1,TRUE,FALSE
28,62,13,2,2,2,0,0,2,"PBMN",0,0,0,0,FALSE,FALSE
30,62,13,3,3,1,2,0,1,"PBMN",0,0,0,2,FALSE,FALSE
32,62,13,3,3,2,1,0,2,"PBMN",0,0,0,1,FALSE,FALSE
33,62,13,4,4,3,1,0,3,"PBMN",0,1,1,1,FALSE,FALSE
34,62,13,1,1,0,1,0,0,"PBMN",0,0,0,1,FALSE,FALSE
40,51,13,7,7,5,2,0,5,"PBBX",0,0,0,2,FALSE,TRUE
41,51,13,1,1,0,1,0,0,"PBBX",0,1,1,1,FALSE,FALSE
42,51,13,4,4,0,3,0,0,"PBBX",0,1,1,3,FALSE,FALSE
43,51,13,2,1,0,2,0,0,"PBBX",0,0,0,1,FALSE,TRUE
44,51,13,3,3,1,1,0,1,"PBBX",0,1,1,1,FALSE,TRUE
45,51,13,1,1,0,1,0,0,"PBBX",0,0,0,1,FALSE,FALSE
46,51,13,13,13,5,8,0,5,"PBBX",0,0,0,8,FALSE,TRUE
47,51,13,3,3,1,2,0,1,"PBBX",0,0,0,2,FALSE,TRUE
48,51,13,1,1,1,0,0,1,"PBBX",0,0,0,0,FALSE,TRUE
49,51,13,5,4,3,2,1,2,"PBBX",0,0,0,2,FALSE,FALSE
50,51,13,3,3,3,0,0,3,"PBBX",0,0,0,0,TRUE,FALSE
52,51,13,17,17,10,6,0,10,"PBBX",0,1,1,6,FALSE,TRUE
60,66,13,6,6,5,1,0,5,"PBBS",0,2,2,1,TRUE,FALSE
61,66,13,2,1,2,0,1,1,"PBBS",0,0,0,0,TRUE,TRUE
62,66,13,3,2,1,2,1,0,"PBBS",0,0,0,2,TRUE,FALSE
63,66,13,2,2,2,0,0,2,"PBBS",0,0,0,0,TRUE,FALSE
66,66,13,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
67,66,13,5,5,5,0,0,5,"PBBS",0,0,0,0,FALSE,TRUE
68,66,13,3,3,2,1,0,2,"PBBS",0,1,1,1,TRUE,FALSE
69,66,13,4,3,3,1,1,3,"PBBS",0,0,0,0,FALSE,FALSE
70,66,13,2,1,1,1,1,0,"PBBS",0,0,0,1,TRUE,TRUE
71,66,13,7,6,7,0,1,6,"PBBS",0,2,0,0,FALSE,TRUE
72,66,13,2,2,2,0,0,2,"PBBS",0,0,0,0,FALSE,FALSE
73,63,13,14,13,13,1,0,12,"PBBN",0,0,0,1,FALSE,TRUE
75,63,13,1,1,1,0,0,1,"PBBN",0,0,0,0,FALSE,TRUE
76,66,13,4,2,3,1,0,1,"PBBS",0,0,0,1,TRUE,FALSE
77,63,13,6,6,3,1,0,3,"PBBN",0,0,0,1,FALSE,TRUE
78,66,13,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
79,63,13,3,3,3,0,0,3,"PBBN",0,0,0,0,TRUE,TRUE
81,63,13,5,5,5,0,0,5,"PBBN",0,0,0,0,FALSE,TRUE
83,63,13,2,2,2,0,0,2,"PBBN",0,0,0,0,FALSE,TRUE
84,63,13,1,1,1,0,0,1,"PBBN",0,1,1,0,TRUE,FALSE
88,63,13,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
90,63,13,2,2,0,2,0,0,"PBBN",0,0,0,2,TRUE,TRUE
94,63,13,1,1,0,1,0,0,"PBBN",0,0,0,1,TRUE,FALSE
100,69,13,2,2,2,0,0,2,"PBQS",0,1,1,0,TRUE,FALSE
101,69,13,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,FALSE
102,69,13,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,TRUE
103,69,13,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
104,72,13,2,2,0,2,0,0,"PBQN",0,0,0,2,TRUE,TRUE
105,69,13,2,2,2,0,0,2,"PBQS",0,0,0,0,FALSE,TRUE
106,69,13,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
107,69,13,2,1,1,1,0,0,"PBQS",0,0,0,1,FALSE,FALSE
108,72,13,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,13,11,7,11,0,3,7,"PBQN",0,2,1,0,FALSE,TRUE
110,72,13,4,4,0,4,0,0,"PBQN",0,0,0,4,FALSE,TRUE
111,72,13,1,0,1,0,1,0,"PBQN",0,0,0,0,TRUE,FALSE
112,72,13,1,1,1,0,0,1,"PBQN",0,0,0,0,TRUE,FALSE
113,69,13,1,1,1,0,0,1,"PBQS",0,0,0,0,FALSE,TRUE
114,72,13,5,5,3,2,0,3,"PBQN",0,1,1,2,TRUE,TRUE
115,72,13,1,1,1,0,0,1,"PBQN",0,1,1,0,FALSE,TRUE
120,48,13,1,1,1,0,0,1,"PBSI",0,1,1,0,TRUE,FALSE
121,48,13,1,1,1,0,0,1,"PBSI",0,0,0,0,TRUE,FALSE
122,48,13,1,0,0,1,1,0,"PBSI",0,0,0,0,TRUE,FALSE
123,48,13,1,0,0,1,1,0,"PBSI",0,0,0,0,TRUE,FALSE
1,56,66,2,2,2,0,0,2,"PBMS",1,0,0,0,TRUE,FALSE
5,56,66,3,3,3,0,0,3,"PBMS",1,0,0,0,FALSE,FALSE
6,56,66,1,1,0,1,0,0,"PBMS",1,0,0,1,TRUE,TRUE
7,56,66,1,1,0,0,0,0,"PBMS",1,0,0,0,FALSE,FALSE
9,56,66,2,2,0,2,0,0,"PBMS",1,2,0,2,TRUE,TRUE
10,56,66,0,0,0,0,0,0,"PBMS",1,0,0,0,TRUE,FALSE
13,56,66,2,2,1,0,0,1,"PBMS",1,1,1,0,TRUE,TRUE
14,56,66,1,1,1,0,0,1,"PBMS",1,1,1,0,TRUE,TRUE
17,56,66,1,1,1,0,0,1,"PBMS",1,1,1,0,TRUE,FALSE
18,56,66,1,1,0,0,0,0,"PBMS",1,0,0,0,TRUE,TRUE
19,62,66,6,5,3,3,1,3,"PBMN",1,1,1,2,TRUE,TRUE
20,62,66,0,0,0,0,0,0,"PBMN",1,0,0,0,TRUE,FALSE
22,62,66,4,4,3,1,0,3,"PBMN",1,0,0,1,FALSE,FALSE
23,62,66,7,6,6,1,0,5,"PBMN",1,0,0,1,FALSE,FALSE
24,62,66,4,4,2,1,0,2,"PBMN",1,0,0,1,TRUE,FALSE
25,62,66,6,6,1,5,0,1,"PBMN",1,1,1,5,FALSE,FALSE
26,62,66,4,3,0,4,1,0,"PBMN",1,0,0,3,TRUE,FALSE
28,62,66,3,1,3,0,2,1,"PBMN",1,0,0,0,FALSE,FALSE
30,62,66,7,7,7,0,0,7,"PBMN",1,5,0,0,FALSE,FALSE
32,62,66,2,2,2,0,0,2,"PBMN",1,0,0,0,FALSE,FALSE
33,62,66,1,1,0,1,0,0,"PBMN",1,0,0,1,FALSE,FALSE
34,62,66,7,6,5,2,1,4,"PBMN",1,0,0,2,FALSE,FALSE
40,51,66,7,7,3,4,0,3,"PBBX",1,1,1,4,FALSE,TRUE
41,51,66,2,1,2,0,1,1,"PBBX",1,0,0,0,FALSE,FALSE
42,51,66,8,8,6,1,0,6,"PBBX",1,0,0,1,FALSE,FALSE
43,51,66,16,14,9,7,0,7,"PBBX",1,0,0,7,FALSE,TRUE
44,51,66,2,2,1,1,0,1,"PBBX",1,1,1,1,FALSE,TRUE
45,51,66,0,0,0,0,0,0,"PBBX",1,0,0,0,FALSE,FALSE
46,51,66,4,4,4,0,0,4,"PBBX",1,0,0,0,FALSE,TRUE
47,51,66,1,1,1,0,0,1,"PBBX",1,1,1,0,FALSE,TRUE
48,51,66,5,5,2,3,0,2,"PBBX",1,1,1,3,FALSE,TRUE
49,51,66,4,4,4,0,0,4,"PBBX",1,1,1,0,FALSE,FALSE
50,51,66,0,0,0,0,0,0,"PBBX",1,0,0,0,TRUE,FALSE
52,51,66,3,3,2,0,0,2,"PBBX",1,0,0,0,FALSE,TRUE
60,66,66,6,3,2,4,3,1,"PBBS",1,0,0,2,TRUE,FALSE
61,66,66,1,0,0,1,1,0,"PBBS",1,0,0,0,TRUE,TRUE
62,66,66,6,2,5,1,4,1,"PBBS",1,0,0,1,TRUE,FALSE
63,66,66,0,0,0,0,0,0,"PBBS",1,0,0,0,TRUE,FALSE
66,66,66,1,1,0,0,0,0,"PBBS",1,1,1,0,TRUE,FALSE
67,66,66,1,1,1,0,0,1,"PBBS",1,1,1,0,FALSE,TRUE
68,66,66,1,1,1,0,0,1,"PBBS",1,0,0,0,TRUE,FALSE
69,66,66,4,4,3,1,0,3,"PBBS",1,1,1,1,FALSE,FALSE
70,66,66,1,1,1,0,0,1,"PBBS",1,0,0,0,TRUE,TRUE
71,66,66,0,0,0,0,0,0,"PBBS",1,0,0,0,FALSE,TRUE
72,66,66,68,59,68,0,8,59,"PBBS",1,68,1,0,FALSE,FALSE
73,63,66,7,7,4,3,0,4,"PBBN",1,2,2,3,FALSE,TRUE
75,63,66,21,20,10,10,1,9,"PBBN",1,3,1,10,FALSE,TRUE
76,66,66,0,0,0,0,0,0,"PBBS",1,0,0,0,TRUE,FALSE
77,63,66,4,4,0,4,0,0,"PBBN",1,0,0,4,FALSE,TRUE
78,66,66,1,1,0,1,0,0,"PBBS",1,0,0,1,TRUE,FALSE
79,63,66,14,14,14,0,0,14,"PBBN",1,0,0,0,TRUE,TRUE
81,63,66,1,1,1,0,0,1,"PBBN",1,1,1,0,FALSE,TRUE
83,63,66,7,7,4,3,0,4,"PBBN",1,0,0,3,FALSE,TRUE
84,63,66,0,0,0,0,0,0,"PBBN",1,0,0,0,TRUE,FALSE
88,63,66,1,1,0,0,0,0,"PBBN",1,0,0,0,TRUE,FALSE
90,63,66,3,1,2,1,2,1,"PBBN",1,1,0,0,TRUE,TRUE
94,63,66,0,0,0,0,0,0,"PBBN",1,0,0,0,TRUE,FALSE
100,69,66,1,1,1,0,0,1,"PBQS",0,1,1,0,TRUE,FALSE
101,69,66,2,2,2,0,0,2,"PBQS",0,0,0,0,FALSE,FALSE
102,69,66,6,5,5,1,1,5,"PBQS",0,0,0,0,FALSE,TRUE
103,69,66,5,5,4,0,0,4,"PBQS",0,2,0,0,FALSE,TRUE
104,72,66,1,1,1,0,0,1,"PBQN",0,0,0,0,TRUE,TRUE
105,69,66,1,1,0,1,0,0,"PBQS",0,0,0,1,FALSE,TRUE
106,69,66,0,0,0,0,0,0,"PBQS",0,0,0,0,FALSE,TRUE
107,69,66,2,2,0,2,0,0,"PBQS",0,1,1,2,FALSE,FALSE
108,72,66,0,0,0,0,0,0,"PBQN",0,0,0,0,FALSE,FALSE
109,72,66,2,2,2,0,0,2,"PBQN",0,1,1,0,FALSE,TRUE
110,72,66,1,1,0,1,0,0,"PBQN",0,0,0,1,FALSE,TRUE
111,72,66,8,2,3,5,6,1,"PBQN",0,0,0,1,TRUE,FALSE
112,72,66,0,0,0,0,0,0,"PBQN",0,0,0,0,TRUE,FALSE
113,69,66,7,7,6,1,0,6,"PBQS",0,1,1,1,FALSE,TRUE
114,72,66,5,5,2,2,0,2,"PBQN",0,0,0,2,TRUE,TRUE
115,72,66,3,3,3,0,0,3,"PBQN",0,0,0,0,FALSE,TRUE
120,48,66,4,4,3,1,0,3,"PBSI",1,3,1,1,TRUE,FALSE
121,48,66,0,0,0,0,0,0,"PBSI",1,0,0,0,TRUE,FALSE
122,48,66,5,0,2,3,5,0,"PBSI",1,3,0,0,TRUE,FALSE
123,48,66,1,1,1,0,0,1,"PBSI",1,0,0,0,TRUE,FALSE
1,56,14,4,1,4,0,3,1,"PBMS",0,1,0,0,TRUE,FALSE
5,56,14,0,0,0,0,0,0,"PBMS",0,0,0,0,FALSE,FALSE
6,56,14,2,2,1,1,0,1,"PBMS",0,1,1,1,TRUE,TRUE
7,56,14,9,6,2,7,3,2,"PBMS",0,0,0,4,FALSE,FALSE
9,56,14,10,9,7,2,1,7,"PBMS",0,5,1,2,TRUE,TRUE
10,56,14,0,0,0,0,0,0,"PBMS",0,0,0,0,TRUE,FALSE
13,56,14,1,1,0,1,0,0,"PBMS",0,0,0,1,TRUE,TRUE
14,56,14,2,2,1,0,0,1,"PBMS",0,0,0,0,TRUE,TRUE
17,56,14,1,1,0,1,0,0,"PBMS",0,0,0,1,TRUE,FALSE
18,56,14,3,2,1,2,1,0,"PBMS",0,2,0,2,TRUE,TRUE
19,62,14,4,2,3,1,2,1,"PBMN",0,1,0,1,TRUE,TRUE
20,62,14,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
22,62,14,0,0,0,0,0,0,"PBMN",0,0,0,0,FALSE,FALSE
23,62,14,8,7,3,5,1,3,"PBMN",0,3,1,4,FALSE,FALSE
24,62,14,5,5,1,4,0,1,"PBMN",0,1,1,4,TRUE,FALSE
25,62,14,2,2,0,2,0,0,"PBMN",0,0,0,2,FALSE,FALSE
26,62,14,0,0,0,0,0,0,"PBMN",0,0,0,0,TRUE,FALSE
28,62,14,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
30,62,14,1,1,1,0,0,1,"PBMN",0,0,0,0,FALSE,FALSE
32,62,14,5,5,3,2,0,3,"PBMN",0,1,1,2,FALSE,FALSE
33,62,14,7,5,3,4,1,3,"PBMN",0,1,1,2,FALSE,FALSE
34,62,14,4,3,2,2,0,2,"PBMN",0,1,1,1,FALSE,FALSE
40,51,14,13,13,9,4,0,9,"PBBX",0,2,0,4,FALSE,TRUE
41,51,14,3,3,3,0,0,3,"PBBX",0,0,0,0,FALSE,FALSE
42,51,14,5,5,1,3,0,1,"PBBX",0,1,1,3,FALSE,FALSE
43,51,14,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,TRUE
44,51,14,6,6,2,1,0,2,"PBBX",0,3,0,1,FALSE,TRUE
45,51,14,2,1,2,0,1,1,"PBBX",0,1,0,0,FALSE,FALSE
46,51,14,10,8,8,2,1,7,"PBBX",0,0,0,1,FALSE,TRUE
47,51,14,0,0,0,0,0,0,"PBBX",0,0,0,0,FALSE,TRUE
48,51,14,4,4,4,0,0,4,"PBBX",0,1,1,0,FALSE,TRUE
49,51,14,9,8,8,1,1,7,"PBBX",0,0,0,1,FALSE,FALSE
50,51,14,1,1,0,1,0,0,"PBBX",0,0,0,1,TRUE,FALSE
52,51,14,2,2,1,1,0,1,"PBBX",0,1,1,1,FALSE,TRUE
60,66,14,9,9,5,4,0,5,"PBBS",0,0,0,4,TRUE,FALSE
61,66,14,5,0,1,3,5,0,"PBBS",0,0,0,0,TRUE,TRUE
62,66,14,5,3,4,1,2,3,"PBBS",0,0,0,0,TRUE,FALSE
63,66,14,2,2,2,0,0,2,"PBBS",0,0,0,0,TRUE,FALSE
66,66,14,6,5,6,0,1,5,"PBBS",0,0,0,0,TRUE,FALSE
67,66,14,4,4,2,2,0,2,"PBBS",0,0,0,2,FALSE,TRUE
68,66,14,9,9,2,6,0,2,"PBBS",0,3,0,6,TRUE,FALSE
69,66,14,2,2,2,0,0,2,"PBBS",0,2,0,0,FALSE,FALSE
70,66,14,2,2,1,1,0,1,"PBBS",0,1,1,1,TRUE,TRUE
71,66,14,2,2,2,0,0,2,"PBBS",0,0,0,0,FALSE,TRUE
72,66,14,2,2,2,0,0,2,"PBBS",0,1,1,0,FALSE,FALSE
73,63,14,14,14,10,3,0,10,"PBBN",0,0,0,3,FALSE,TRUE
75,63,14,3,3,0,3,0,0,"PBBN",0,0,0,3,FALSE,TRUE
76,66,14,2,2,0,2,0,0,"PBBS",0,2,2,2,TRUE,FALSE
77,63,14,5,5,5,0,0,5,"PBBN",0,0,0,0,FALSE,TRUE
78,66,14,0,0,0,0,0,0,"PBBS",0,0,0,0,TRUE,FALSE
79,63,14,4,4,3,1,0,3,"PBBN",0,0,0,1,TRUE,TRUE
81,63,14,2,1,1,1,1,0,"PBBN",0,0,0,1,FALSE,TRUE
83,63,14,0,0,0,0,0,0,"PBBN",0,0,0,0,FALSE,TRUE
84,63,14,3,3,3,0,0,3,"PBBN",0,0,0,0,TRUE,FALSE
88,63,14,1,1,1,0,0,1,"PBBN",0,0,0,0,TRUE,FALSE
90,63,14,2,1,2,0,1,1,"PBBN",0,1,1,0,TRUE,TRUE
94,63,14,2,1,0,2,1,0,"PBBN",0,0,0,1,TRUE,FALSE
100,69,14,4,4,3,1,0,3,"PBQS",0,3,0,1,TRUE,FALSE
101,69,14,3,3,3,0,0,3,"PBQS",0,0,0,0,FALSE,FALSE
102,69,14,2,2,2,0,0,2,"PBQS",0,0,0,0,FALSE,TRUE
103,69,14,5,5,4,1,0,4,"PBQS",0,0,0,1,FALSE,TRUE
104,72,14,3,2,2,1,1,1,"PBQN",0,1,1,1,TRUE,TRUE
105,69,14,5,5,4,1,0,4,"PBQS",0,1,1,1,FALSE,TRUE
